system   D            wsystem.c:583  maybe_parent_dir                 [   0.00060] Also searching C:\Users\duncan.carroll\Documents\compArch\EGP-410\GameAI\steering\
display  D   display_settings.c:191  debug_display_settings           [   0.03719] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03720] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03721] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03722] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03723] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03724] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03725] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03726] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03727] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03728] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03729] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03730] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03730] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03731] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03732] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03733] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03734] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03735] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03736] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03737] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03738] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03739] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03740] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03741] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03742] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03743] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03744] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03745] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03745] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03746] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03747] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03748] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03749] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03750] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03751] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03752] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03753] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03754] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03755] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03756] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03757] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03758] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03758] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03759] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03760] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03761] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03762] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03763] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03764] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03765] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03766] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03767] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03768] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03769] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03770] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03771] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03772] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03773] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03773] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03775] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03775] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03776] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03777] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03778] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03779] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03780] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03781] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03782] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03783] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03784] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03785] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03786] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03786] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03787] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.03793] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.03862] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.03865] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.04654] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.06039] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.06042] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.06044] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.06051] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.06053] Returning d3d_display: 006B4978
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.06054] al_display=006B4978
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.06055] al_display->vt=006B65B0
dtor     D               dtor.c:184  _al_register_destructor          [   0.06164] added dtor for object 05120B20, func 6BE027A7
audio-dsound D           dsound.cpp:244  _dsound_open                     [   0.06401] Loading DirectSound module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.06410] Also searching C:\Users\duncan.carroll\Documents\compArch\EGP-410\GameAI\steering\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.06432] PathFindOnPath found: C:\WINDOWS\system32\dsound.dll
system   D            wsystem.c:544  load_library_at_path             [   0.06435] Calling LoadLibrary C:\WINDOWS\system32\dsound.dll
system   I            wsystem.c:547  load_library_at_path             [   0.06614] Loaded C:\WINDOWS\system32\dsound.dll
audio-dsound I           dsound.cpp:261  _dsound_open                     [   0.06618] Starting DirectSound...
audio-dsound D           dsound.cpp:271  _dsound_open                     [   0.10057] DirectSoundCreate8 succeeded
audio    I              audio.c:288  do_install_audio                 [   0.10175] Using DirectSound driver
audio-dsound D           dsound.cpp:306  _dsound_allocate_voice           [   0.10182] Allocating voice
audio-dsound D           dsound.cpp:365  _dsound_allocate_voice           [   0.10184] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.10186] added dtor for object 05121258, func 6BE0250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.10189] added dtor for object 05137C00, func 6BE02919
audio-dsound D           dsound.cpp:462  _dsound_start_voice              [   0.10191] Starting voice
audio-dsound D           dsound.cpp:491  _dsound_start_voice              [   0.10192] CreateSoundBuffer
audio-dsound D           dsound.cpp:500  _dsound_start_voice              [   0.10262] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:506  _dsound_start_voice              [   0.10265] Starting _dsound_update thread
audio-dsound I           dsound.cpp:516  _dsound_start_voice              [   0.10297] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.10300] added dtor for object 0512C678, func 6BE023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10302] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10303] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10304] 
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.10357] Font cour.ttf loaded with pixel size 0 x 20.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.10358]     ascent=17.0, descent=-6.0, height=23.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.10360] added dtor for object 051202E0, func 6BE01B36
wav      I                wav.c:107  wav_open                         [   0.10373] Ignoring chunk: fact
dtor     D               dtor.c:184  _al_register_destructor          [   0.10377] added dtor for object 0512DC70, func 6BE02379
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10433] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10435] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10436] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10439] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10440] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10442] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10443] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10444] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10446] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.10448] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.10449] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.10451] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.10452] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10580] added dtor for object 0516BE60, func 6BE02590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.11319] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.11322] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20799] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20801] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20802] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20802] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20803] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20804] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20805] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20806] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20806] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.20807] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.20808] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.20809] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.20810] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21156] added dtor for object 051A4E68, func 6BE02590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21161] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21162] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21829] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21831] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21832] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21833] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21833] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21834] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21835] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21836] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21836] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.21837] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.21838] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.21839] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.21840] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21854] added dtor for object 051A6768, func 6BE02590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21856] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21858] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22491] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22494] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22494] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22495] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22496] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22497] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22498] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22498] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22499] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.22500] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.22501] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.22501] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.22502] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.22592] Glyph 19: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22600] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22601] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.22823] Glyph 29: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22894] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22896] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23263] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23265] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23280] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23281] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23290] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23291] _al_d3d_sync_bitmap (video) ref count == 2
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [  91.09684] destroying display 006B4978 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  91.09688] converting display bitmap 051CA410 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.09700] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.09701] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  91.09782] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  91.09786] converting display bitmap 051A6768 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.09788] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.09789] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  91.09820] converting display bitmap 051A4E68 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.09824] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.09826] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  91.09850] converting display bitmap 0516BE60 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.09959] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.09961] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [  91.11001] waiting for display 006B4978's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [  91.11546] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [  91.14525] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  91.14558] removed dtor for object 0516BE60
dtor     D               dtor.c:214  _al_unregister_destructor        [  91.14675] removed dtor for object 051A4E68
dtor     D               dtor.c:214  _al_unregister_destructor        [  91.14684] removed dtor for object 051A6768
dtor     D               dtor.c:214  _al_unregister_destructor        [  91.14725] removed dtor for object 05120B20
dtor     D               dtor.c:214  _al_unregister_destructor        [  91.14757] removed dtor for object 0512DC70
dtor     D               dtor.c:214  _al_unregister_destructor        [  91.14761] removed dtor for object 051202E0
dtor     D               dtor.c:214  _al_unregister_destructor        [  91.14789] removed dtor for object 0512C678
dtor     D               dtor.c:214  _al_unregister_destructor        [  91.14793] removed dtor for object 05137C00
audio-dsound D           dsound.cpp:526  _dsound_stop_voice               [  91.14795] Stopping voice
audio-dsound D           dsound.cpp:542  _dsound_stop_voice               [  91.14798] Joining thread
audio-dsound D           dsound.cpp:548  _dsound_stop_voice               [  91.15190] Joined thread
audio-dsound D           dsound.cpp:550  _dsound_stop_voice               [  91.15195] Destroying thread
audio-dsound D           dsound.cpp:552  _dsound_stop_voice               [  91.15198] Thread destroyed
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [  91.15200] Releasing buffer
audio-dsound I           dsound.cpp:559  _dsound_stop_voice               [  91.15203] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [  91.15207] removed dtor for object 05121258
audio-dsound D           dsound.cpp:375  _dsound_deallocate_voice         [  91.15210] Deallocating voice
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [  91.15212] Deallocated voice
audio-dsound D           dsound.cpp:289  _dsound_close                    [  91.15215] Releasing device
audio-dsound D           dsound.cpp:291  _dsound_close                    [  91.16204] Released device
audio-dsound I           dsound.cpp:294  _dsound_close                    [  91.16210] DirectSound closed
